상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,건물명,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
언두,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,철산13단지주공아파트,경기도 광명시 철산동 241,경기도 광명시 철산로 57,14232,37.4791235004,126.8705379974
얼밥스킨,소매,화장품소매,화장품판매점,화장품 및 방향제 소매업,LG베스트빌,경기도 광명시 철산동 467-58,경기도 광명시 오리로921번길 7,14249,37.4769041761,126.8603219099
얼밥스킨샵,소매,화장품소매,화장품판매점,화장품 및 방향제 소매업,,경기도 광명시 광명동 49-21,경기도 광명시 새터로 79,14266,37.4748441139,126.855600333
얼음성,소매,음/식료품소매,얼음가게,음료 소매업,,경기도 광명시 노온사동 409-7,경기도 광명시 능촌1길 25-1,14302,37.4436051175,126.8474914715
얼짱몸짱,생활서비스,이/미용/건강,비만/피부관리,,원촌빌딩,경기도 광명시 하안동 34-9,경기도 광명시 범안로 1043,14248,37.4622385875,126.8786268759
엄's김밥카페,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,크로앙스,경기도 광명시 광명동 150-19,경기도 광명시 오리로 970,14220,37.4793760842,126.8555688275
엄마랑,소매,유아용품,유아식품판매,기타 식료품 소매업,,경기도 광명시 광명동 106-4,경기도 광명시 오리로964번길 31,14219,37.4815944625,126.8571247027
엄마랑아기옷,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,,경기도 광명시 소하동 1339-1,경기도 광명시 소하로 81,14316,37.4476028564,126.883985112
엄마랑이유식광명점,소매,유아용품,유아식품판매,기타 식료품 소매업,,경기도 광명시 광명동 106-1,경기도 광명시 광이로35번길 15,14219,37.481955027,126.8572596752
엄마맘어린이집,학문/교육,유아교육,어린이집,보육시설 운영업,신촌휴먼시아1단지아파트,경기도 광명시 소하동 1363,경기도 광명시 신촌로 49,14318,37.4496289262,126.8920396666
엄마방,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,,경기도 광명시 광명동 158-79,경기도 광명시 광명로 910,14220,37.4798798494,126.8549347161
엄마사랑,소매,건강/미용식품,건강식품판매,건강보조식품 소매업,골든힐쇼핑센타,경기도 광명시 하안동 53-1,경기도 광명시 범안로 1056,14306,37.4623483604,126.8802091311
엄마사랑어린이집,학문/교육,유아교육,어린이집,보육시설 운영업,하안12단지고층주공아파트,경기도 광명시 하안동 110,경기도 광명시 하안로 284,14306,37.4616854471,126.8839515142
엄마상차림,음식,한식,한식/백반/한정식,한식 음식점업,광명시범공단공장형아파트,경기도 광명시 하안동 201,경기도 광명시 하안로 228,14308,37.4571006482,126.8852359385
엄마손,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 316-19,경기도 광명시 새터로 25,14275,37.4705974478,126.8532347499
엄마손,음식,한식,한식/백반/한정식,한식 음식점업,한일빌딩,경기도 광명시 하안동 34,경기도 광명시 하안로 315,14248,37.4633468729,126.8786815582
엄마손김밥,음식,분식,라면김밥분식,분식 및 김밥 전문점,,경기도 광명시 광명동 208-19,경기도 광명시 너부대로 42,14288,37.4777921776,126.8499305206
엄마손반찬,소매,음/식료품소매,반찬가게,기타 식료품 소매업,철산푸르지오하늘채아파트,경기도 광명시 철산동 637,경기도 광명시 광덕산로 5,14241,37.4721116979,126.8687190176
엄마손찌개,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 290-52,경기도 광명시 광명로 837,14291,37.4739285468,126.8512045386
엄마손토종마을,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 철산동 225-2,경기도 광명시 시청로 34,14234,37.4796837991,126.8641492718
엄마순대국왕족발,음식,한식,한식/백반/한정식,한식 음식점업,승화빌라,경기도 광명시 광명동 104-11,경기도 광명시 오리로976번길 32,14219,37.4818726371,126.8562083716
엄마어린이집,학문/교육,유아교육,어린이집,보육시설 운영업,팰리스필1차아파트,경기도 광명시 광명동 777,경기도 광명시 새터로 78,14269,37.4744838853,126.8557366993
엄마전,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 158-29,경기도 광명시 광명로918번길 6-2,14220,37.4804574874,126.8557362923
엄지교육센터,학문/교육,학원-음악미술무용,서예/서화/미술,예술 학원,,경기도 광명시 광명동 277-5,경기도 광명시 광오로 24,14289,37.4756837063,126.8498217663
엄지문구,소매,사무/문구/컴퓨터,사무/문구용품,문구용품 소매업,,경기도 광명시 소하동 1265,경기도 광명시 오리로366번길 14,14327,37.43479657,126.8809885458
엄지짜장,음식,중식,중국음식/중국집,중식 음식점업,,경기도 광명시 철산동 66-20,경기도 광명시 시청로 113,14208,37.4862355654,126.8654600431
엄지창의어린이집,학문/교육,유아교육,어린이집,보육시설 운영업,,경기도 광명시 광명동 277-5,경기도 광명시 광오로 24,14289,37.4756837063,126.8498217663
엄지창의어린이집,학문/교육,유아교육,어린이집,보육시설 운영업,,경기도 광명시 광명동 277-6,경기도 광명시 광오로24번길 2,14289,37.4757647958,126.8498216009
엄지피아노학원,학문/교육,학원기타,학원(종합),일반 교과 학원,,경기도 광명시 광명동 277-29,경기도 광명시 광오로 23,14292,37.4754583114,126.8497091751
업소명없음,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,광명사거리역,경기도 광명시 광명동 158-211,경기도 광명시 오리로 980,14262,37.4794012724,126.8540990389
업타운잉글리쉬,학문/교육,학원-어학,학원-외국어/어학,외국어학원,중앙하이츠아파트,경기도 광명시 광명동 732,경기도 광명시 도덕로 56,14278,37.4689328417,126.8550128134
엉클슈즈,생활서비스,세탁/가사서비스,세탁소/빨래방,가정용 세탁업,형제빌딩,경기도 광명시 광명동 736-4,경기도 광명시 도덕로38번길 14,14282,37.4672981099,126.8519074709
에꼴리에,소매,의복의류,아동복판매,셔츠 및 기타 의복 소매업,,경기도 광명시 광명동 380-10,경기도 광명시 광화로13번길 23,14295,37.4709613963,126.8489835647
에넥스광명전시장,소매,가구소매,일반가구소매,가구 소매업,,경기도 광명시 광명동 102-15,경기도 광명시 광명로 936-1,14219,37.4821785953,126.8559025087
에녹,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,뉴코아아울렛,경기도 광명시 하안동 38,경기도 광명시 하안로287번길 8,14305,37.4611311432,126.8793747023
에녹스타트레이닝센타연기실용음,학문/교육,학원-음악미술무용,피아노/바이올린/기타,예술 학원,,경기도 광명시 소하동 303-3,경기도 광명시 오리로 453-2,14332,37.4430472872,126.8786247176
에녹스타트레이닝센타연기실용음악학원,학문/교육,학원-음악미술무용,피아노/바이올린/기타,예술 학원,,경기도 광명시 소하동 303-3,경기도 광명시 오리로 453-2,14332,37.4430472872,126.8786247176
에덴결혼,생활서비스,예식/의례/관혼상제,결혼상담소,맞선주선 및 결혼 상담업,힐탑오피스텔,경기도 광명시 광명동 93-6,경기도 광명시 광명로 943-1,14201,37.4829892778,126.8557313273
에덴꽃화원,소매,선물/팬시/기념품,꽃집/꽃배달,화초 및 산식물 소매업,,경기도 광명시 하안동 662-3,경기도 광명시 가림로 39,14260,37.4636844611,126.8661795265
에듀뱅크,소매,책/서적/도서,서적/신문소매,서적 및 잡지류 소매업,제일풍경채아파트,경기도 광명시 광명동 784,경기도 광명시 광명로831번길 45,14293,37.4745172369,126.8466248445
에듀비젼,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,,경기도 광명시 철산동 490-2,경기도 광명시 도덕공원로 56,14252,37.4737378472,126.8646802851
에듀센터블록에듀,소매,유아용품,유아용품/장난감대여판매,,세일빌딩,경기도 광명시 하안동 33-3,경기도 광명시 범안로 1055,14247,37.4629064611,126.8797108783
에듀스타,소매,책/서적/도서,서적/신문소매,서적 및 잡지류 소매업,광명해모로이연,경기도 광명시 광명동 785,경기도 광명시 목감로 58,14295,37.4731827019,126.8458249856
에듀코치개별지도자립학습보습학,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,목화빌딩,경기도 광명시 하안동 34-2,경기도 광명시 하안로 311,14248,37.4630408188,126.8789533418
에듀플러스보습학원,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,,경기도 광명시 광명동 6-4,경기도 광명시 광복로 53,14205,37.4893427218,126.8643688614
에드워드가위손,생활서비스,이/미용/건강,여성미용실,두발미용업,제일프라자,경기도 광명시 소하동 1341-2,경기도 광명시 소하로 86,14316,37.4471876898,126.8832851169
에디슨DHA치킨하안점,음식,닭/오리요리,후라이드/양념치킨,치킨 전문점,하안주공9단지종합상가,경기도 광명시 하안동 13-2,경기도 광명시 안현로 51,14246,37.4661023324,126.8771736098
에디슨치킨,음식,닭/오리요리,후라이드/양념치킨,치킨 전문점,하안주공9단지종합상가,경기도 광명시 하안동 13-2,경기도 광명시 안현로 51,14246,37.4661023324,126.8771736098
에뛰드하우스,소매,화장품소매,화장품판매점,화장품 및 방향제 소매업,,경기도 광명시 광명동 158-505,경기도 광명시 오리로 967-1,14262,37.4787902974,126.8554569215
에띠임,소매,의복의류,셔츠/내의/속옷,,철산12단지주공아파트,경기도 광명시 철산동 449,경기도 광명시 디지털로 63,14238,37.4757104317,126.8720702089
에머이,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 철산동 245-4,경기도 광명시 철산로 27,14236,37.4767610739,126.868925507
에바다1호,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,개봉연립,경기도 광명시 광명동 262-17,경기도 광명시 광명로831번길 27,14294,37.474186395,126.8485473661
에바다광명3지사,소매,건강/미용식품,건강식품판매,건강보조식품 소매업,,경기도 광명시 광명동 155-10,경기도 광명시 광이로 10,14221,37.4792348476,126.8579319879
에바다화원,소매,선물/팬시/기념품,꽃집/꽃배달,화초 및 산식물 소매업,,경기도 광명시 광명동 621-2,경기도 광명시 광명로 677,14300,37.4607387728,126.8449580886
에바헤어,생활서비스,이/미용/건강,여성미용실,두발미용업,,경기도 광명시 하안동 599-6,경기도 광명시 안재로14번길 30-1,14259,37.4609366315,126.8744017426
에브리농장,음식,한식,한식/백반/한정식,한식 음식점업,광명테크노파크,경기도 광명시 소하동 1345,경기도 광명시 하안로 60,14322,37.4446218805,126.8947591629
에비뉴,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,크로앙스,경기도 광명시 광명동 150-19,경기도 광명시 오리로 970,14220,37.4793760842,126.8555688275
에비수,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,뉴코아아울렛,경기도 광명시 하안동 38,경기도 광명시 하안로287번길 8,14305,37.4611311432,126.8793747023
에셀나무,음식,한식,한식/백반/한정식,한식 음식점업,하안주공12단지상가,경기도 광명시 하안동 110-5,경기도 광명시 하안로288번길 12,14306,37.4614861651,126.8829006516
에셀빈,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,,경기도 광명시 광명동 158-188,경기도 광명시 오리로 984,14202,37.4796804094,126.8539628167
에스S,소매,화장품소매,화장품판매점,화장품 및 방향제 소매업,하안1단지고층주공아파트,경기도 광명시 하안동 682,경기도 광명시 안현로 15,14245,37.4648822203,126.8736828706
에스네일,생활서비스,이/미용/건강,발/네일케어,기타미용업,하안주공1단지종합상가,경기도 광명시 하안동 682-1,경기도 광명시 안현로 19,14245,37.4642970538,126.8741247106
에스디종합화장품,소매,화장품소매,화장품판매점,화장품 및 방향제 소매업,,경기도 광명시 노온사동 569-2,경기도 광명시 사들로 58,14336,37.436435918,126.8428171191
에스떼스파,생활서비스,이/미용/건강,비만/피부관리,,E편한세상센트레빌아파트,경기도 광명시 하안동 864,경기도 광명시 오리로 801,14256,37.4685420272,126.8672106543
에스떼스파,생활서비스,이/미용/건강,비만/피부관리,,대한예수교장로회함께하는교회,경기도 광명시 하안동 864,경기도 광명시 가림일로 88,14256,37.4685420272,126.8672106543
